"niveau","code","intitulé"
"*",,"DÉCOUVERTE DU MONDE"
"**",,"Se repérer dans l’espace et le temps"
"***",,"Élaborer des représentations simples de l’espace familier :"
"****","DM01a","- la classe,"
"****","DM01b","- l’école,"
"****","DM01c","- le quartier,"
"****","DM01d","- le village,"
"****","DM01e","- la ville."
"***","DM02","Comparer ces milieux familiers avec d’autres milieux et espaces plus lointains."
"***",,"Découvrir des formes usuelles de représentation de l’espace :"
"****","DM03a","- photographies,"
"****","DM03b","- cartes,"
"****","DM03c","- mappemondes,"
"****","DM03d","- planisphères,"
"****","DM03e","- globe."
"***",,"Repérer :"
"****","DM04a","- l’alternance jour-nuit,"
"****","DM04b","- les semaines,"
"****","DM04c","- les mois,"
"****","DM04d","- les saisons."
"***",,"Utiliser des outils de repérage et de mesure du temps :"
"****","DM05a","- le calendrier,"
"****","DM05b","- l’horloge."
"***","DM06a","Déouvrir et mémoriser des repères plus éloignés dans le temps : quelques dates et personnages de l’histoire de France"
"***","DM06b","Prendre conscience de l’évolution des modes de vie."
"**",,"Découvrir le monde du vivant, de la matière et des objets"
"***",,"Repérer des caractéristiques du vivant :"
"****","DM07a","-  naissance,"
"****","DM07b","- croissance,"
"****","DM07c","- reproduction,"
"****","DM07d","- nutrition et régimes alimentaires des animaux."
"***","DM08","Apprendre quelques règles  d’hygiène et de sécurité personnelles et collectives."
"***","DM09","Comprendre les interactions entre les êtres vivants et leur environnement."
"***","DM10","Apprendre à respecter l'environnement."
"***","DM11","Distinguer les solides et les liquides."
"***","DM12","Precevoir les changements d’états de la matière."
"***","DM13","Réaliser des maquettes élémentaires."
"***","DM14","Réaliser des circuits électriques simples pour comprendre le fonctionnement d’un appareil."
"*",,"PRATIQUES ARTISTIQUES ET HISTOIRE DES ARTS"
"**",,"Arts visuels"
"***",,"Utiliser des techniques traditionnelles :"
"****","PA01a","- la peinture,"
"****","PA01b","- le dessin."
"***",,"Utiliser des techniques contemporaines :"
"****","PA02a","- la photographie numérique,"
"****","PA02b","- le cinéma,"
"****","PA02c","- la vidéo,"
"****","PA02d","- l'infographie."
"***",,"Utiliser des procédures simples mais combinées :"
"****","PA03a","- le recouvrement,"
"****","PA03b","- les tracés,"
"****","PA03c","- le collage /montage."
"***","PA04","Savoir travailler autant en surface qu’en volume."
"***","PA05","Savoir utiliser des instruments, des gestes techniques, des médiums et des supports variés."
"***","PA06","Exprimer ce que l’on perçoit."
"***","PA07","Imaginer et évoquer un projet ou une réalisation en utilisant un vocabulaire approprié."
"**",,"Éducation musicale"
"***","PA08","Apprendre une dizaine de comptines ou chansons."
"***","PA09","Ecouter des extraits d’œuvres diverses."
"***",,"Chanter en portant attention à :"
"****","PA10a","- la justesse tonale,"
"****","PA10b","- l’exactitude rythmique,"
"****","PA10c","- la puissance de la voix,"
"****","PA10d","- la respiration,"
"****","PA10e","- l’articulation."
"***","PA11","Apprendre à respecter les exigences d’une expression musicale collective."
"***",,"Repérer des éléments musicaux caractéristiques très simples, concernant :"
"****","PA12a","- les thèmes mélodiques,"
"****","PA12b","- les rythmes et le tempo,"
"****","PA12c","- les intensités,"
"****","PA12d","- les timbres."
"***","PA13","Commencer à reconnaître les grandes familles d’instruments."
"*",,"INSTRUCTION CIVIQUE ET MORALE"
"**",,"Découvrir les principes de la morale :"
"***","IC01a","- découvrir des maximes illustrées et expliquées par le maître au cours de la journée (« La liberté des uns s’arrête où commence celle d’autrui », « Ne pas faire à autrui ce que je ne voudrais pas qu’il me fasse »…),"
"***","IC01b","- prendre conscience des notions de droits et de devoirs."
"**",,"Approfondir l’usage des règles de vie collectives :"
"***","IC02a","- emploi des formules de politesse ou du vouvoiement"
"***","IC02b","- appliquer les usages sociaux de la politesse (ex : se taire quand les autres parlent, se lever quand un adulte rentre dans la classe)"
"***","IC02c","- coopérer à la vie de la classe (distribution et rangement du matériel)"
"**",,"Education à la santé et à la sécurité :"
"***","IC03a","- être sensibilisé aux risques liés à l’usage de l’internet,"
"***","IC03b","- recevoir une information adaptée sur les différentes formes de maltraitance."
"**",,"Apprendre à reconnaître et à respecter les emblèmes et les symboles de la République :"
"***","IC04a","- La Marseillaise,"
"***","IC04b","- le drapeau tricolore,"
"***","IC04c","- le buste de Marianne,"
"***","IC04d","- la devise : « Liberté, Egalité, Fraternité »."
