"niveau","code","intitulé"
"*****","GR05c","- les terminaisons –nt des verbes du 1er groupe au présent de l’indicatif."
"***",,"Le verbe"
"****","GR06","Utiliser à l’oral, le présent, le futur et le passé composé."
"**",,"Orthographe"
"***","OR01","Écrire sans erreur des mots appris."
"***","OR02","Ecrire sans erreur de manière autonome des mots simples en respectant les correspondances entre lettres et sons."
"***","OR03","Recopier sans erreur un texte court (2 à 5 lignes)."
"***","OR04","Commencer à utiliser de manière autonome les marques du genre et du nombre (pluriel du nom, féminin de l’adjectif, terminaison –nt des verbes du 1er groupe)."
"***","OR05","Commencer à utiliser correctement la majuscule (débuts de phrase, noms propres de personne)."
"*",,"MATHÉMATIQUES"
"**",,"Nombres et calcul"
"***","NB01","Connaître (savoir écrire et nommer) les nombres entiers naturels inférieurs à 100."
"***","NB02","Produire et reconnaître les décompositions additives des nombres inférieurs à 20 (« table d’addition »)."
"***","NB03a","Comparer ces nombres."
"***","NB03b","Ranger ces nombres."
"***","NB03c","Encadrer ces nombres."
"***","NB04","Écrire une suite de nombres dans l’ordre croissant ou décroissant."
"***",,"Connaître :"
"****","NB05a","- les doubles des nombres inférieurs à 10."
"****","NB05b","- les moitiés des nombres pairs inférieurs à 20."
"***","NB06","Connaître la table de multiplication par 2."
"***","NB07","Calculer mentalement des sommes et des différences."
"***","NB08a","Calculer en ligne des sommes."
"***","NB08b","Calculer en ligne des différences."
"***","NB08c","Calculer des opérations à trous."
"***","NB09a","Connaître et utiliser les techniques opératoires de l’addition."
"***","NB09b","Commencer à utiliser celle de la soustraction (sur les nombres inférieurs à 100)."
"***","NB10","Résoudre des problèmes simples à une opération."
"**",,"Géométrie"
"***","GE01","Situer un objet et utiliser le vocabulaire permettant de définir des positions (devant, derrière, à gauche de, à droite de…)."
"***","GE02","Reconnaître et nommer un carré, un rectangle, un triangle."
"***","GE03","Reproduire des figures géométriques simples à l’aide d’instruments ou de techniques : règle, quadrillage, papier calque."
"***","GE04","Reconnaître et nommer le cube et le pavé droit."
"***","GE05","S’initier au vocabulaire géométrique."
"**",,"Grandeurs et mesures"
"***","GM01","Repérer des évènements de la journée en utilisant les heures et les demi heures."
"***","GM02","Comparer et classer des objets selon leur longueur et leur masse."
"***","GM03","Utiliser la règle graduée pour tracer des segments, comparer des longueurs"
"***","GM04","Connaître et utiliser l’euro."
"***","GM05","Résoudre des problèmes de vie courante."
"**",,"Organisation et gestion des données"
"***","OG01","Lire ou compléter un tableau dans des situations concrètes simples."
"*",,"ÉDUCATION PHYSIQUE ET SPORTIVE"
"**",,"Réaliser une performance"
"***",,"Activités athlétiques :"
"****","EP01a","- courir vite,"
"****","EP01b","- courir longtemps,"
"****","EP01c","- courir en franchissant des obstacles,"
"****","EP01d","- sauter loin,"
"****","EP01e","- sauter haut,"
"****","EP01f","- lancer loin."
"***","EP02","Natation : se déplacer sur une quinzaine de mètres."
"**",,"Adapter ses déplacements à différents types d’environnement"
"***","EP03","Activités d’escalade : grimper jusqu’à 3m et redescendre (mur équipé)."
"***",,"Activités nautiques :"
"****","EP04a","- s’immerger,"
"****","EP04b","- se déplacer sous l’eau,"
"****","EP04c","- se laisser flotter."
"***","EP05","Activités de roule et glisse : Réaliser un parcours simple en roller ou en vélo."
"***","EP06","Activités d’orientation :  Retrouver quelques balises dans un milieu connu."
"**",,"Coopérer et s’opposer individuellement et collectivement"
"***","EP07","Jeux de lutte : Agir sur son adversaire pour l’immobiliser."
"***","EP08","Jeux de raquettes :Faire quelques échanges."
"***",,"Jeux traditionnels et jeux collectifs avec ou sans ballon :"
"****","EP09a","- Coopérer avec ses partenaires pour affronter collectivement des adversaires,"
"****","EP09b","- Coopérer en respectant les règles"
"****","EP09c","- Coopérer en assurant des rôles différents (attaquant, défenseur, arbitre)"
"**",,"Concevoir et réaliser des actions à visées expressive, artistique, esthétique"
"***","EP10","Danse :Exprimer corporellement des personnages, des images, des sentiments pour communiquer des émotions en réalisant une petite chorégraphie (3 à 5 éléments ), sur des supports sonores divers."
"***","EP11","Activités gymniques : Réaliser un enchaînement de 2 ou 3 actions « acrobatiques » sur des engins variés (barres, plinthes, poutres, gros tapis)."
"*",,"LANGUE VIVANTE *"
"**","LV01","Développer des comportements indispensables : curiosité, écoute, attention, mémorisation, confiance en soi dans l’utilisation d’une autre langue."
"**","LV02","Distinguer des réalités mélodiques et accentuelles d’une langue nouvelle."
"**","LV03","Découvrir et acquérir du vocabulaire relatif à la personne et à la vie quotidienne."
"**","LV04","Utiliser progressivement quelques énoncés mémorisés."
"*",,"DÉCOUVERTE DU MONDE"
"**",,"Se repérer dans l’espace et le temps"
"***",,"Élaborer des représentations simples de l’espace familier :"
"****","DM01a","- la classe,"
"****","DM01b","- l’école,"
"****","DM01c","- le quartier,"
"****","DM01d","- le village,"
"****","DM01e","- la ville."
"***","DM02","Comparer ces milieux familiers avec d’autres milieux et espaces plus lointains."
"***",,"Découvrir des formes usuelles de représentation de l’espace :"
"****","DM03a","- photographies,"
"****","DM03b","- cartes,"
"****","DM03c","- mappemondes,"
"****","DM03d","- planisphères,"
"****","DM03e","- globe."
"***",,"Repérer :"
"****","DM04a","- l’alternance jour-nuit,"
"****","DM04b","- les semaines,"
"****","DM04c","- les mois,"
"****","DM04d","- les saisons."
"***",,"Utiliser des outils de repérage et de mesure du temps :"
"****","DM05a","- le calendrier,"
"****","DM05b","- l’horloge."
"***","DM06a","Déouvrir et mémoriser des repères plus éloignés dans le temps : quelques dates et personnages de l’histoire de France"
"***","DM06b","Prendre conscience de l’évolution des modes de vie."
"**",,"Découvrir le monde du vivant, de la matière et des objets"
"***",,"Repérer des caractéristiques du vivant :"
"****","DM07a","-  naissance,"
"****","DM07b","- croissance,"
"****","DM07c","- reproduction,"
"****","DM07d","- nutrition et régimes alimentaires des animaux."
"***","DM08","Apprendre quelques règles  d’hygiène et de sécurité personnelles et collectives."
"***","DM09","Comprendre les interactions entre les êtres vivants et leur environnement."
"***","DM10","Apprendre à respecter l'environnement."
"***","DM11","Distinguer les solides et les liquides."
"***","DM12","Precevoir les changements d’états de la matière."
"***","DM13","Réaliser des maquettes élémentaires."
"***","DM14","Réaliser des circuits électriques simples pour comprendre le fonctionnement d’un appareil."
"*",,"PRATIQUES ARTISTIQUES ET HISTOIRE DES ARTS"
"**",,"Arts visuels"
"***",,"Utiliser des techniques traditionnelles :"
"****","PA01a","- la peinture,"
"****","PA01b","- le dessin."
"***",,"Utiliser des techniques contemporaines :"
"****","PA02a","- la photographie numérique,"
"****","PA02b","- le cinéma,"
"****","PA02c","- la vidéo,"
"****","PA02d","- l'infographie."
"***",,"Utiliser des procédures simples mais combinées :"
"****","PA03a","- le recouvrement,"
"****","PA03b","- les tracés,"
"****","PA03c","- le collage /montage."
"***","PA04","Savoir travailler autant en surface qu’en volume."
"***","PA05","Savoir utiliser des instruments, des gestes techniques, des médiums et des supports variés."
"***","PA06","Exprimer ce que l’on perçoit."
"***","PA07","Imaginer et évoquer un projet ou une réalisation en utilisant un vocabulaire approprié."
"**",,"Éducation musicale"
"***","PA08","Apprendre une dizaine de comptines ou chansons."
"***","PA09","Ecouter des extraits d’œuvres diverses."
"***",,"Chanter en portant attention à :"
"****","PA10a","- la justesse tonale,"
"****","PA10b","- l’exactitude rythmique,"
"****","PA10c","- la puissance de la voix,"
"****","PA10d","- la respiration,"
"****","PA10e","- l’articulation."
"***","PA11","Apprendre à respecter les exigences d’une expression musicale collective."
"***",,"Repérer des éléments musicaux caractéristiques très simples, concernant :"
"****","PA12a","- les thèmes mélodiques,"
"****","PA12b","- les rythmes et le tempo,"
"****","PA12c","- les intensités,"
"****","PA12d","- les timbres."
"***","PA13","Commencer à reconnaître les grandes familles d’instruments."
"*",,"INSTRUCTION CIVIQUE ET MORALE"
"**",,"Découvrir les principes de la morale :"
"***","IC01a","- découvrir des maximes illustrées et expliquées par le maître au cours de la journée (« La liberté des uns s’arrête où commence celle d’autrui », « Ne pas faire à autrui ce que je ne voudrais pas qu’il me fasse »…),"
"***","IC01b","- prendre conscience des notions de droits et de devoirs."
"**",,"Approfondir l’usage des règles de vie collectives :"
"***","IC02a","- emploi des formules de politesse ou du vouvoiement"
"***","IC02b","- appliquer les usages sociaux de la politesse (ex : se taire quand les autres parlent, se lever quand un adulte rentre dans la classe)"
"***","IC02c","- coopérer à la vie de la classe (distribution et rangement du matériel)"
"**",,"Education à la santé et à la sécurité :"
"***","IC03a","- être sensibilisé aux risques liés à l’usage de l’internet,"
"***","IC03b","- recevoir une information adaptée sur les différentes formes de maltraitance."
"**",,"Apprendre à reconnaître et à respecter les emblèmes et les symboles de la République :"
"***","IC04a","- La Marseillaise,"
"***","IC04b","- le drapeau tricolore,"
"***","IC04c","- le buste de Marianne,"
"***","IC04d","- la devise : « Liberté, Egalité, Fraternité »."
